Course Number,Course Title,,,,ABG,AGS,AMG,EEO,HP,IX,MAT,MDR,NTHS,program,OPS,PAM,PTK,PRS,PTE,PB,SALUTE,SCE,SKD
FASH A295,Dir Study,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
FBM A100,Intro Food and Service Indstry,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A102,Sanitation and Safety,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A115,Fundamentals of Food Production,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A140,Bar Management & Profit,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A145,Introduction to Wines,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A146,Intro to Fermented Beverages,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A147,Distilled Spirits & Mixology,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A175,Food Law and Policy,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A190,Buffet and Catering Service,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A195,Dining Room Service,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A215,Quantity Food Production Mgmt,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A220,Food and Beverage Cost Control,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A221,Menu Planning and Purchasing,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A222,Mgmt Leadership and Training,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A245,Advanced Wine Studies,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A270,Sustainable Food Systems,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A280,Directed Practice for FBM 1,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A291,Directed Study,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A292,Directed Study,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A293,Directed Study,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A294,Directed Study,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FBM A295,Directed Study,,,,,X,,,,,,,X,4.1,,,X,,,,X,,
FILM A100,Hist and Apprec. of the Cinema,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A100H,Hist & Apprec of Cinema Honors,,,,,X,,,X,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A102,Business of Film/Television,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,X,
FILM A104,Great Directors of Cine,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A106,Introduction to Media Writing,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A107,History of Video Games,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A107H,History of Video Games Honors,,,,,X,,,X,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A108,Television Sitcom Genre,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A109,Science Fiction Film,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A109H,Science Fiction Film Honors,,,,,X,,,X,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A110,Film Production 1,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A111,Film and Television Genres for Writers,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A117,One-Hour Drama Writing for Television,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A113,Audio Workshop,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A120,Event Productions,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A150,History of Radio & Television,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,X,
FILM A151,Broadcast Journalism,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A155,Television Production 1,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A193,Sound Design for Film & TV,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A194,Editing 1,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A196,Introduction to Visual Effects,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A197,Pro Tools Certification,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A198,Avid Media Composer,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A205,Remote Broadcasting,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A210,Production Management,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A215,Social Media Marketing,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,X,
FILM A219,Editing 2,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A220,Intro to Immersive Media(ARVR),,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A222,Intro to Performance Capture,,,,,X,,,,,,,,,,,,,,,,,
FILM A223,Immersive Video Game Devel 1,,,,,X,,,,,,,,,,,,,,,,,
FILM A225,360 Spatial Audio Immrsv Media,,,,,X,,,,,,,,,,,,,,,,,
FILM A226,Coding Basics Immers Media App,,,,,X,,,,,,,,,,,,,,,,,
FILM A228,Photogrammetry & Volumetric Im,,,,,X,,,,,,,,,,,,,,,,,
FILM A229,The Bus Immersive Media VR/AR,,,,X,X,,,,,,,,,,,,,,,,,
FILM A231,Immersive Media Devel Lab 1,,,,,X,,,,,,,,,,,,,,,,,
FILM A234,3D Modeling for Immersive Apps,,,,,X,,,,,,,,,,,,,,,,,
FILM A240,Film Production 2,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A253,Directing Theory,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A255,Television Production 2,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A258,Post production Finishing,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A260,Special Projects,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A261,Television Studio Operations,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A262,Cinematography,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A264,Editing 3,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A265,Field Production and the Documentary,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A270,Film Production 3,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A271,Portfolio Development,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
FILM A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FILM A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FILM A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FILM A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FILM A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FN A100,Careers-Dietetics/FDSCI,,,,X,X,,,,,,X,,,,,X,,,,X,,
FN A125,Plant-based Nutrition,,,,,X,,,,,,X,,,,,X,,,,X,,
FN A136,Nutrition/Fitness/Performance,,,,,X,,,,,,X,X,12.4,,,X,,,,X,,
FN A140,Intro Nutrition Concept,,,,X,X,,,,,,,X,4.1,,,X,,,,X,,
FN A144,Life Cycle Nutrition,,,,,X,,,,,,X,,,,,X,,,,X,,
FN A145,Life Cycle Nutrition: Children,,,,,X,,,,,,,,,,,X,,,,X,,
FN A170,Nutrition,,,,X,X,,,,,,X,X,4.1,,,X,,,,X,,
FN A171,Applied Nutrition,,,,X,X,,,,,,X,,,,,X,,,,X,,
FN A180,Principles of Foods,,,,,X,,,,,,X,,,,,X,,,,X,,
FN A185,Cultural Foods,,,,X,X,,,,,,X,,,,,X,,,,X,,
FN A195,Food Science,,,,X,X,,,,,,,,,,,X,,,,X,,
FN A196,Food Science Quality Control,,,,X,X,,,,,,,,,,,X,,,,X,,
FN A199,"Current Issues in Food, Nutrition, and Food Science",,,,,X,,,,,,,,,,,X,,,,X,,
FN A286,Dir Practice Food Science,,,,X,X,,,,,,,,,,,X,,,,X,,
FN A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FN A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FREN A180,Elementary French 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A180H,Elementary French 1 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
FREN A185,Elementary French 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A185H,Elementary French 2 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
FREN A190,Conversational French,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A199,Current Topics in French,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A280,Intermediate French 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A280H,Intermediate French 1 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
FREN A285,Intermediate French 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
FREN A285H,Intermediate French 2 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
FREN A291,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
FREN A292,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
FREN A293,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
FREN A294,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
FREN A295,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
FSM A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FSM A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FSM A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
FSM A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOG A100,World Regional Geography,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A100H,World Regional Geography Honors,,,,,X,,,X,,,,X,1.2,,X,X,,,,X,,
GEOG A101,Regional Field Studies in Latin America,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A102,Europe Field Studies,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A130,Intro to Weather & Climate,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A150,California Geography,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A180,Physical Geography,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A180H,Physical Geography Honors,,,,,X,,,X,,,,X,1.2,,X,X,,,,X,,
GEOG A180L,Physical Geography Lab,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A185,Cultural Geography,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A190,Digital Mapping: Intro to GIS,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A197,Desert Field Studies in Geog,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A198,Regional Field Studies in Geography,,,,,X,,,,,,,X,1.2,,X,X,,,,X,,
GEOG A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOG A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOG A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOG A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOG A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOL A101,Age of the Dinosaurs,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A105,General Geology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A105H,General Geology Honors,,,,,X,,X,X,,,,X,1.2,,,X,,,,X,,
GEOL A105L,General Geology Lab,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A105M,General Geology Lab Honors,,,,,X,,X,X,,,,X,1.2,,,X,,,,X,,
GEOL A106,Earth Science for Teachers,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A110,Physical Geology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A115,California Geology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A131,Weather and Climate,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A132,Geologic Field Studies - Death Valley,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A133,Geologic Field Studies - Colorado Plateau,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A134,Geologic Field Studies - Cascade Range,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A135,Geology of the Natural Parks and Monuments,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A136,Geologic Field Studies - San Andreas Fault,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A137,Introductory Field Geology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A138,Geologic Field Studies - Yosemite National Park,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A139,Geologic Field Studies - Eastern Sierra Nevada,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A141,Geologic Field Studies - Mojave Desert,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A142,Geologic Field Studies - Hawaii Volcanology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A160,Environmental Geology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A165,Natural Disasters,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A185,Evolution of the Earth,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A185H,Evolution of the Earth Honors,,,,,X,,X,X,,,,X,1.2,,,X,,,,X,,
GEOL A185L,Evolution of the Earth Lab,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A185M,Evolution of the Earth Lab Honors,,,,,X,,X,X,,,,X,1.2,,,X,,,,X,,
GEOL A250,Water Resources and Society,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A280,Introduction to Mineralogy,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A285,Petrology,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
GEOL A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOL A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOL A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOL A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GEOL A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
GLST A101,Introduction to Global Studies,,,,,X,,,,,,,,,X,X,X,,,,X,,
GLST A102,Global Issues,,,,,X,,,,,,,,,X,X,X,,,,X,,
GNDR A100,Introduction to Gender Studies,,,,,X,,,,,,,,,X,X,X,,,,X,X,
GNDR A130,"Women, Politics, & Inequality",,,,,X,,,,,,,,,X,X,X,,,,X,X,
GNDR A165,"Men, Women & Communication",,,,X,X,,,,,,,,,X,X,X,,,,X,X,
GNDR A187,Women in History,,,,,X,,,,,,,,,X,X,X,,,,X,X,
GRMN A180,Elementary German 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
GRMN A185,Elementary German 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
GRMN A280,Intermediate German 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
GRMN A285,Intermediate German 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
HIST A101,Afro-American History,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A140,The California Experience,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A144,History of Latin America,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A145,History of Mexico,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A150,Ethnic Groups of the United States: Their Histories,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A151,History of the Middle East to 1500,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A152,History of the Middle East Since 1500,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A161,World History 1,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A161H,World History 1 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A162,World History 2,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A162H,World History 2 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A170,History of U.S. to 1876,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A170H,History of U.S. to 1876 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A175,History of U.S. Since 1876,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A175,History of the U.S. Since 1876,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A175H,History US from 1876 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A176,Women in U.S. History,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A180,Western Civilization 1,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A180H,Western Civilization 1 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A185,Western Civilization 2,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A185H,Western Civilization 2 Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
HIST A187,Women in History,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A195,Hist of England/Britain,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A198,The World at War,,,,,X,,,,,,,,,X,X,X,,,,X,,
HIST A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HIST A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HIST A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HIST A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HIST A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HLED A100,Personal Health,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A122,"Drugs, Health and Society",,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A160,Peer Health Educator - Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A200,Concepts in Public Health,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A260,Peer Health Educator - Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A270,Fitness and Health,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HLED A292,Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
HORT A100,Horticultural Science,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A101,Current Topics in Horticulture,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A105,Botany for Gardeners,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A109,Knowing Your Soils,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A111,Landscape Drafting Technique,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A115,Landscape Graphics,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A116,Digital Design,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A150,Landscape Maintenance,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A151,Introduction To Tree Care,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A170,Pest Cntrol Apps/PCO Cert,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A181,Ornamental Trees,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A182,Ornamental Shrubs,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A183,Plant Propagation,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A184,Greenhouse and Nursery Science,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A185,Plant Diseases,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A186,Pests of Ornamentals,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A187,Interior Plantscaping,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A189,Weeds and Their Control,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A190,Calif Friendly Landscape,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A191,Cacti And Succulents,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A200,Chronicles of Garden Design through the Ages,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A230,Calculations for Horticulture and Landscape Professionals,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A231,Business of Landscape Design & Construction,,,,X,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A283,Therapeutic Gardens: Design for Healing Spaces,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A285,Introduction to Landscape Design,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A286,Landscape Design Elements,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A287,Planting Design,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A288,Sprinkler Irrigation Systems Design,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A289,Installation of Residential Irrigation Systems,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A290,LOW-VOLTAGE LANDSCAPE LIGHTING,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HORT A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HORT A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HORT A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HORT A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HORT A296,Grading and Drainage for Landscape Design,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HORT A297,"GARDEN POOLS, FOUNTAINS & WATERFALLS IN THE LANDSCAPE",,,,,X,,,,,,,X,1.2,,,X,,,,X,,
HTEL A260,Supervision and Training Techniques,,,,,X,,,,,,,,,,,X,,,,X,,
HTEL A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HTEL A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HTEL A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HTEL A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HTEL A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HTT A100,Intro Hospitality Indus,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A105,Passport to Success,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A110,Hotel Front Office Operations,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A118,Hospitality Accounting,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A125,Destination the Americas,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A127,Destination Europe,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A128,Destination Africa/Pacific,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A130,Cultural Tourism,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A131,Computer Reserv-SABRE,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A135,Homeland Security,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A138,Sharing the Travel Experience,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A140,Revenue Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A150,Travel Tourism Career Dvlpmnt,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A156,Cruising & Vacation Packages,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A157,Tour Escorting and Group Travel,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A158,"Luxury, Incentive, and Corporate Travel",,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A180,Enhancing Guest Service,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A185,Interview & Prof Development,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A199,"Current Issues in Hospitality, Travel and Tourism",,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A221,Meeting/Event Mgmt Internship,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A225,Travel/Tourism Internship,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A226,Airline Internship,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A227,Hotel Internship,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A240,Hospitality and Tourism Marketing,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A264,Event Design,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A265,Principles of Event and Meeting Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A266,Organize and Manage Events and Meetings,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A267,Managing Business Risks,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A269,Destination Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A270,Meeting and Event Marketing and Sales,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A271,Corporate Meetings & Events,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A272,Meeting and Conference Practices,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A273,Sport Event Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A274,Establish and Operate an Event Business,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A275,Event Fund-Raising and Sponsorship,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A276,Expo and Trade Show Management and Promotion,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A277,Wedding Planning as a Business,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A278,Catering Design and Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A284,Leadership and Strategic Mgmt,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A285,Hospitality Operations,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A286,Hosp/Travel/Tour Law,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A288,Human Resource Management,,,,X,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A291,Certified Travel Associate,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A292,Directed Study,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A293,Directed Study,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A294,Directed Study,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A295,Directed Study,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HTT A299,Certified Travel Associate,,,,,X,,,,,,,X,4.3,,,X,,,,X,,
HUM A100,Introduction to the Humanities,,,,,X,,,,,,,,,,X,X,,,,X,,
HUM A101H,Themes in Humanities Honors,,,,,X,,,X,,,,,,,X,X,,,,X,,
HUM A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HUM A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HUM A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HUM A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
